orf_name	Length	Mol_weight	PI
126882-130701(+)__1	50	5841.89	10.0971
130765-134343(-)__1	45	5145.75	6.1688
135433-137050(+)__1	52	5761.66	8.5422
137241-137901(-)__1	23	2845.42	8.6409
138172-139459(+)__1	35	4332.3	10.2621
139975-141841(-)__1	46	5388.15	4.9306
142117-143020(+)__1	31	3799.51	10.3203
143882-143955(+)__1	15	1682.98	6.9681
144347-146489(-)__1	44	5074.03	12.3707
146976-147897(+)__1	33	4013.46	7.3176
147995-149303(-)__1	22	2682.19	8.7973
149838-152763(-)__1	83	9830.46	10.4376
154200-154563(-)__1	17	1871.09	3.825
159297-159429(+)__1	12	1299.5	3.8497
159429-160005(+)__1	75	8619.08	7.9159
160466-161183(+)__1	37	4258.03	11.9703
161599-162202(+)__1	36	4170.74	8.1457
162203-162275(+)__1	4	505.63	10.0
163161-163407(+)__1	5	685.76	7.0013
165415-165490(+)__1	3	363.47	5.55
166364-166442(+)__1	8	882.02	9.15
166456-166855(+)__1	56	6509.67	8.4921
166878-167193(+)__1	23	2771.35	11.6505
167523-167898(+)__1	45	5295.2	10.559
167899-167959(+)__1	5	683.78	8.799
168011-168149(+)__1	7	720.84	10.0
168369-168972(+)__1	33	3763.54	6.855
169320-171390(+)__1	117	12634.56	12.2168
171767-175307(+)__1	64	7086.08	11.5505
176075-176261(-)__1	16	1813.28	12.5316
179571-179985(+)__1	31	3523.17	8.0196
183706-184138(+)__1	50	5539.24	6.7067
187426-188470(+)__1	34	3613.16	4.3614
755-1451(+)__1	15	1836.26	9.2863
3692-5183(+)__1	32	3769.62	11.6633
6763-6805(-)__1	1	149.21	5.55
6786-6915(-)__1	38	4625.66	11.2097
7671-8046(-)__1	31	3479.97	4.1871
8073-8145(+)__1	7	862.96	5.79
8364-8448(+)__1	2	236.29	5.55
8458-8542(+)__1	5	602.75	10.0
9259-9343(+)__1	9	877.04	5.5289
9678-10269(-)__1	49	5749.82	10.4449
10643-13673(-)__1	66	7540.56	10.3717
14020-17473(-)__1	51	5907.76	7.2911
17938-21052(-)__1	48	5586.46	8.2691
21855-23316(-)__1	39	4663.26	8.5429
23883-24531(+)__1	45	5245.21	12.1289
24738-28080(-)__1	67	7492.55	9.5471
30096-30187(+)__1	15	1791.03	7.9819
30741-32385(+)__1	50	5692.94	10.8853
32834-34217(+)__1	42	4901.07	8.8141
34472-36746(+)__1	39	4623.39	9.5071
36879-37728(+)__1	30	3536.16	7.0028
37894-38563(-)__1	25	2844.33	11.3762
39611-40004(+)__1	7	812.94	8.7571
40194-40811(-)__1	20	2187.73	10.7883
40989-42255(-)__1	29	3407.17	7.7998
42446-42980(+)__1	27	3163.68	8.643
43198-44578(+)__1	30	3359.86	4.0612
44652-53013(-)__1	53	6332.42	10.4268
53439-54360(-)__1	31	3580.03	8.7127
54830-56228(-)__1	26	2938.09	3.7781
57475-60433(+)__1	50	5780.87	9.1633
61158-63414(-)__1	91	10688.12	8.1271
63713-65129(-)__1	38	4187.8	6.7072
65819-66926(+)__1	57	6451.57	9.6585
67048-68674(-)__1	31	3435.87	6.0175
69234-73740(+)__1	45	5231.36	11.1794
74337-74691(-)__1	25	3121.58	10.7546
74988-78207(-)__1	96	11610.35	10.335
78468-80412(-)__1	38	4254.98	12.1226
80712-81789(-)__1	44	4940.88	8.7661
82491-83094(-)__1	49	5335.12	8.1182
83947-84178(+)__1	14	1564.87	12.5
84722-86012(+)__1	51	5766.75	8.288
86375-87356(+)__1	41	4656.41	8.1114
87574-89812(-)__1	63	7366.69	10.842
90558-94011(-)__1	74	8511.69	10.0177
94284-95070(-)__1	42	4986.08	11.2584
95764-99106(+)__1	38	4621.44	10.3184
99200-101291(-)__1	55	6209.66	11.3326
101811-103872(+)__1	56	6282.56	7.918
104005-104421(-)__1	54	5999.88	4.1035
104598-105143(+)__1	37	4243.95	8.6624
105335-106613(+)__1	63	7526.91	10.8959
106714-107332(-)__1	42	4728.49	6.0099
107682-109074(+)__1	46	5411.17	9.928
109489-110746(-)__1	44	5236.38	10.9785
111481-113023(+)__1	65	7522.47	9.444
113213-115709(-)__1	57	6679.16	10.6233
116552-118580(-)__1	50	5734.97	10.4812
118939-119931(+)__1	33	3995.73	12.2226
120639-121056(+)__1	42	4952.69	8.4399
121713-125847(-)__1	83	9561.83	10.0665
126209-127583(+)__1	51	5789.89	4.1035
127943-129317(-)__1	27	3439.21	11.5419
130515-131295(+)__1	75	8618.04	10.5191
132108-134028(-)__1	51	6000.21	9.8963
135008-135734(+)__1	46	5151.03	7.9841
135875-136514(-)__1	52	6075.29	8.3495
137139-137316(+)__1	7	923.16	8.7797
137719-139459(-)__1	43	5039.08	11.2686
139925-140621(+)__1	65	7490.82	9.4185
140970-144048(+)__1	66	7776.16	8.0914
144186-145038(-)__1	46	5298.2	9.1988
147597-152148(-)__1	49	5796.89	9.3503
152417-153452(-)__1	54	6299.1	9.3921
153941-155084(+)__1	70	8180.07	5.9334
155439-156471(+)__1	63	7365.38	9.66
156793-157747(-)__1	47	5381.48	9.662
158247-158529(-)__1	43	4805.87	11.4293
159854-160979(+)__1	60	7005.22	11.0904
161243-161564(-)__1	25	3098.65	12.905
162539-163103(+)__1	46	5597.53	11.4521
164297-164714(+)__1	14	1685.08	4.2577
165163-165601(+)__1	32	3705.28	8.5015
166200-168225(+)__1	40	4803.61	10.3183
168482-171089(-)__1	55	6182.26	10.8507
171457-174874(-)__1	44	5136.92	9.2001
175241-175676(-)__1	31	3712.19	6.4405
175983-177717(+)__1	62	7065.32	4.4237
177923-179483(+)__1	40	4887.84	12.0664
179563-180043(-)__1	33	3787.43	7.0035
180391-185195(-)__1	68	8081.86	9.8189
182453-185195(-)__1	51	6011.03	10.4424
186007-187069(+)__1	58	6418.21	7.1012
187679-189260(+)__1	59	6378.45	9.1067
190565-190636(-)__1	8	817.01	5.55
192000-194676(-)__1	77	8939.63	10.4891
194996-196193(+)__1	81	8773.05	8.3559
196451-198698(+)__1	69	7893.99	6.213
199005-199848(-)__1	29	3344.9	11.65
200088-202116(+)__1	59	6868.29	11.9119
202543-205069(+)__1	79	9171.73	11.6789
205502-209228(-)__1	52	6077.15	10.2431
209440-209992(-)__1	32	3874.51	9.9192
210320-213236(+)__1	56	6504.4	10.7621
214185-214267(+)__1	7	786.98	5.55
214838-222320(+)__1	66	7967.49	10.2504
222581-222980(-)__1	26	3066.57	10.8826
223696-224092(+)__1	41	4871.55	9.0136
224343-224658(-)__1	42	4813.5	7.7855
226667-229010(-)__1	35	4360.06	10.6426
229439-230300(-)__1	26	2811.33	5.5273
230539-231961(+)__1	35	4244.91	11.801
232082-233384(-)__1	31	3800.66	8.663
233629-234268(+)__1	32	3376.95	12.5
234722-236216(+)__1	38	4345.28	8.5375
236510-238703(-)__1	83	9593.81	10.2672
240028-241672(-)__1	48	5699.59	9.8608
242979-243291(-)__1	31	3398.08	12.3361
243941-244352(+)__1	23	2728.07	9.5032
244698-245562(-)__1	40	4791.66	8.8603
246580-246653(+)__1	5	589.81	5.55
246954-247569(-)__1	34	3906.8	7.199
247922-249716(-)__1	71	8193.84	10.093
250472-250856(+)__1	11	1350.6	8.7982
251161-253912(-)__1	76	8537.8	7.4645
254643-255744(-)__1	49	5884.8	11.7559
256472-258572(-)__1	56	6467.74	6.158
259246-260833(+)__1	60	6984.17	9.9117
261660-263562(+)__1	79	9129.69	7.6989
263944-264478(+)__1	36	3951.53	5.8431
264639-268146(-)__1	51	5876.66	9.486
269877-270783(+)__1	54	5942.0	7.724
271111-272296(-)__1	34	3887.51	10.6261
273729-274872(-)__1	65	7687.93	10.3033
275269-276850(-)__1	54	6521.75	9.27
277221-278595(-)__1	42	4828.8	11.6092
279140-280808(+)__1	53	5792.69	10.4691
281082-282171(+)__1	39	4217.93	6.9411
282529-282695(+)__1	20	2120.44	3.8497
282821-285581(+)__1	61	6735.57	10.637
285805-286924(-)__1	55	6454.44	10.3515
287141-287828(-)__1	33	3726.37	8.0213
290001-291234(-)__1	50	5626.64	8.7226
291472-292378(-)__1	101	11401.09	8.4924
292823-295718(+)__1	73	8499.73	7.8072
296506-297442(+)__1	33	3874.58	10.11
297866-298763(+)__1	81	9632.32	8.7417
299159-301169(+)__1	79	9455.09	10.587
301289-302486(-)__1	37	4245.95	5.5272
302753-304823(-)__1	50	5789.72	12.0387
305221-306940(-)__1	45	5196.03	10.092
307867-307941(-)__1	8	1006.22	3.8497
309869-311798(-)__1	49	5768.88	9.8082
312210-313215(-)__1	40	4652.28	9.5609
313536-314064(+)__1	59	7043.15	8.492
314519-315521(+)__1	45	5164.22	10.7479
316102-318565(-)__1	81	9562.25	10.1104
318940-319951(-)__1	40	4382.15	7.1866
320453-321080(-)__1	46	5078.98	9.7572
321402-322479(-)__1	41	4735.89	12.5163
324835-325876(+)__1	37	3901.59	3.8759
326304-329007(-)__1	36	4263.85	10.4101
329303-329387(+)__1	23	2404.7	5.84
329551-331057(+)__1	83	10287.13	10.4411
332816-332888(+)__1	6	814.01	10.0
333291-333495(+)__1	5	666.88	8.7571
334173-335271(-)__1	50	5753.74	10.0356
335611-337960(-)__1	53	6464.54	10.5577
338264-338504(-)__1	26	3151.82	10.434
338791-342118(-)__1	40	4636.47	12.6944
342552-344409(-)__1	33	3740.21	6.9989
344770-345814(+)__1	30	3485.04	6.7074
345849-346431(+)__1	26	3150.56	5.9762
346605-347538(-)__1	50	5960.74	9.5897
347805-348363(-)__1	53	6332.42	11.7463
348811-350032(-)__1	29	3016.34	4.3699
350453-351551(-)__1	47	5320.31	11.1059
351915-352578(-)__1	58	6843.71	5.44
353975-354668(-)__1	38	4527.31	11.3491
355784-357614(-)__1	52	5978.03	7.7523
358477-360331(-)__1	49	5436.13	10.1129
361040-361754(-)__1	78	9092.46	7.2896
362226-362865(+)__1	34	3710.44	11.0566
363797-364442(+)__1	53	6032.94	10.6061
364984-367744(+)__1	47	5267.11	9.1341
368051-370991(+)__1	94	11019.86	9.6017
371977-373042(+)__1	62	7194.84	10.2068
373500-373989(-)__1	49	5779.97	8.0251
375129-376422(+)__1	32	3946.57	9.0025
376437-376539(+)__1	18	2102.52	5.55
377075-379970(-)__1	50	5933.09	10.7852
380312-382589(-)__1	60	6934.05	9.3934
382963-387136(-)__1	66	7163.4	4.8016
388372-388444(-)__1	7	720.8	3.7498
389042-389114(+)__1	9	1028.14	4.1089
389128-389200(+)__1	7	809.03	5.5096
389736-390285(-)__1	57	6544.42	7.1603
392264-393728(+)__1	45	5528.53	10.2119
394196-397124(+)__1	54	5989.98	12.1063
397428-397992(-)__1	76	8129.46	7.8629
399235-400159(+)__1	69	7963.58	9.8209
400359-400500(-)__1	22	2588.16	12.2801
400496-400973(-)__1	56	6380.45	8.5156
402052-402304(-)__1	14	1783.1	11.4779
403251-406080(-)__1	68	7581.89	6.4457
406803-407868(+)__1	29	3373.89	9.2367
408028-408805(-)__1	43	5168.07	12.6323
409239-409539(-)__1	52	6257.12	11.1883
409922-410024(-)__1	15	1689.87	7.3175
410192-410522(-)__1	44	4646.25	4.1051
410721-412125(-)__1	41	4605.33	10.8425
412609-414013(-)__1	41	4656.37	12.801
414454-415858(-)__1	45	5094.92	11.057
416905-419167(+)__1	53	6091.27	11.0499
419278-420586(-)__1	67	7820.95	8.5008
420917-421610(+)__1	58	6975.27	10.2464
421842-426207(+)__1	61	7559.93	8.7149
426399-428478(+)__1	77	9086.85	10.0098
428713-429586(-)__1	33	3760.44	9.2622
429961-432223(-)__1	76	8687.21	10.8367
432626-434252(+)__1	41	4962.74	8.0128
434607-435597(+)__1	33	3978.63	12.1226
435834-436926(-)__1	48	5727.76	11.9188
437610-438177(+)__1	43	4897.82	11.405
438742-439480(-)__1	75	8349.71	10.2571
439770-442662(+)__1	73	8559.68	9.7689
442923-443367(-)__1	70	7785.15	10.6001
443872-445222(+)__1	43	5112.01	9.4998
445762-446470(-)__1	41	4835.75	7.9774
446769-447209(+)__1	18	2201.62	6.0433
447516-450579(-)__1	71	8152.19	9.6057
452056-454417(+)__1	74	8604.8	8.0275
454544-458723(-)__1	51	6213.33	4.7252
459170-461216(-)__1	72	8281.54	9.7304
462366-463743(+)__1	62	6966.56	11.4765
464022-465009(+)__1	25	2937.56	11.0777
465118-465607(-)__1	14	1711.93	6.9681
466069-468067(-)__1	41	4806.64	8.5434
468709-469243(-)__1	30	3399.71	12.0789
469476-471432(-)__1	55	6139.1	7.1308
471904-473086(-)__1	28	3424.88	10.3177
473610-475098(-)__1	49	5794.71	11.5137
475671-475812(+)__1	30	3644.24	12.2158
476051-477602(-)__1	41	4855.76	12.6286
477877-478912(-)__1	39	4539.34	11.8222
479161-480133(-)__1	34	4339.97	11.2651
480390-481668(-)__1	41	4774.45	6.9712
481957-484078(+)__1	41	4886.45	5.6944
484273-486067(-)__1	71	8397.03	9.3573
486424-488911(-)__1	80	9351.05	7.9099
489458-489902(+)__1	39	4375.38	11.991
490291-497398(+)__1	77	9083.32	10.0987
497664-498204(+)__1	35	4105.83	12.5066
498413-499988(-)__1	96	10944.09	10.863
500319-501819(+)__1	86	10219.4	8.8346
502017-511287(-)__1	96	11254.25	9.656
511686-512703(-)__1	41	5001.83	8.5467
512868-515271(+)__1	71	8287.77	9.9593
515502-516816(-)__1	29	3593.13	9.533
518340-519396(+)__1	46	5480.37	8.5373
519775-520612(+)__1	56	6719.67	11.2
521084-522008(+)__1	50	6178.3	8.0593
522413-524273(+)__1	30	3441.89	11.3762
524563-525598(+)__1	48	5311.37	11.0391
526188-527223(+)__1	56	6630.89	10.5247
527415-530511(-)__1	97	11386.59	10.3409
531080-532031(+)__1	36	3985.55	9.6544
532423-533287(+)__1	30	3641.24	10.5385
533476-534211(+)__1	46	5299.04	10.5621
534380-535028(-)__1	22	2643.18	10.8853
535785-536943(+)__1	29	3527.2	10.7783
537110-539210(-)__1	53	6444.5	11.9644
539564-540332(-)__1	27	3088.36	10.0922
542586-544266(+)__1	87	10181.84	7.2099
544732-545776(+)__1	46	5293.15	7.6737
546210-547107(+)__1	46	5193.01	9.7001
547762-548899(+)__1	40	4914.99	11.9458
549333-550692(-)__1	57	6488.62	8.7514
551347-551542(+)__1	17	1972.51	11.4794
551839-553603(+)__1	42	4715.22	4.6569
554079-554631(-)__1	36	4142.98	10.1716
555051-555885(+)__1	60	7027.27	11.0738
556035-557385(-)__1	42	4915.73	10.224
557664-558087(-)__1	12	1523.73	5.9864
558560-559802(+)__1	59	7115.42	7.857
560091-562173(-)__1	62	6851.0	7.1627
562507-564250(-)__1	37	4382.26	11.5237
564534-565155(+)__1	23	2555.0	7.9965
565325-567554(-)__1	74	8315.57	9.1667
567892-568339(-)__1	87	9586.83	10.7295
568571-569519(+)__1	55	6203.01	6.9705
569882-570821(+)__1	48	5514.54	5.9525
570996-572352(-)__1	48	5420.46	9.9222
572412-572613(+)__1	42	4955.89	10.204
572735-575303(-)__1	73	8409.02	10.7739
575944-577663(+)__1	49	5449.26	4.6875
577981-579023(-)__1	59	7040.15	4.8096
579729-581073(-)__1	43	5006.06	10.321
582358-583312(+)__1	30	3271.85	10.7587
583652-585314(+)__1	49	6062.21	10.3444
585494-586331(-)__1	44	5052.67	6.4232
586918-588688(+)__1	91	11367.45	11.0161
588983-589826(+)__1	34	4092.72	7.8306
590043-590439(-)__1	28	3163.66	10.4693
591728-591878(+)__1	1	149.21	5.55
592571-593442(+)__1	27	3238.81	7.0041
593466-593520(+)__1	13	1553.01	5.5284
593934-595068(+)__1	34	4095.83	12.3341
595381-596038(-)__1	25	2836.28	7.0036
596317-596707(+)__1	28	3277.84	8.0284
596902-598171(-)__1	72	8236.69	8.6389
598541-600206(-)__1	54	6269.62	11.7783
601681-602350(-)__1	54	6175.96	4.4883
602609-605012(-)__1	58	6737.61	6.4539
605428-606808(+)__1	25	2818.21	4.3699
607459-609136(+)__1	61	7122.81	10.2372
610135-610771(+)__1	37	4210.98	10.62
611040-611241(-)__1	32	3640.27	9.8036
612335-614873(+)__1	57	6385.43	10.0177
615722-618503(+)__1	52	5889.82	8.5422
618816-619944(-)__1	39	4447.34	9.3122
620196-621417(+)__1	29	3158.81	5.4712
621700-623092(+)__1	95	11466.32	9.8219
623253-628761(-)__1	97	11102.33	10.6176
629532-629604(-)__1	10	1057.32	11.6501
630785-630890(-)__1	15	1489.54	7.0013
631271-631343(+)__1	2	305.4	10.0
631645-632077(+)__1	32	3854.66	11.0463
632199-633174(-)__1	48	5507.56	10.4288
633902-636113(+)__1	80	9970.42	10.3827
636564-637389(+)__1	38	4523.11	7.8217
637616-639206(+)__1	44	5128.04	7.3161
639554-641516(+)__1	83	9404.77	10.3434
641780-643805(-)__1	29	3462.16	10.7687
644046-644607(+)__1	29	3248.61	5.5701
644932-648475(-)__1	58	7022.19	11.3375
649219-650902(-)__1	58	7002.21	7.3128
651366-652464(-)__1	51	5547.36	7.1314
652749-652827(+)__1	17	1981.28	10.7587
652928-654560(-)__1	53	6181.19	10.2503
654876-656475(-)__1	34	4108.96	10.0233
656568-656727(+)__1	27	3195.64	7.0053
656813-659519(+)__1	62	7059.42	10.1212
659800-661306(-)__1	41	4705.53	9.6933
661482-662397(+)__1	70	8079.48	11.6123
662537-665405(-)__1	57	6713.01	10.0651
665694-666111(-)__1	37	4142.76	6.0818
666504-666702(+)__1	6	704.88	9.15
668322-669225(-)__1	36	4065.6	11.9062
669561-670809(+)__1	44	5056.73	9.2402
671107-671383(+)__1	16	1902.2	8.557
671568-672723(-)__1	46	5296.26	6.9671
673033-676369(+)__1	97	10962.61	7.7998
676484-677795(-)__1	39	4578.34	8.5079
678056-680609(+)__1	61	7101.13	11.0462
681214-683443(-)__1	54	6229.41	10.3595
684519-686112(-)__1	47	5375.32	11.5638
686675-688022(-)__1	24	2435.97	10.8004
688837-690304(-)__1	56	6466.42	7.7028
690912-691629(+)__1	27	2934.52	8.5639
691702-693049(-)__1	56	6468.91	8.5364
693798-694287(+)__1	34	4016.47	4.5973
694418-697628(-)__1	42	4858.66	10.6823
697876-699040(+)__1	22	2890.35	8.6188
699237-700680(-)__1	50	5864.55	8.9028
701008-702667(-)__1	41	4935.74	7.1296
703107-704220(-)__1	30	3363.71	6.4416
705233-706805(+)__1	55	6336.33	7.2762
707535-708459(+)__1	43	5128.69	7.3989
708766-709210(+)__1	49	5663.78	10.9479
709424-709790(+)__1	77	9346.77	11.116
709893-710424(-)__1	17	1996.43	11.6501
710616-712701(+)__1	47	5568.62	11.5881
712803-713239(-)__1	17	1941.25	8.0229
713554-714271(-)__1	31	3713.29	9.1063
714955-715795(+)__1	35	4354.9	5.6726
715804-716233(-)__1	15	1875.28	7.9965
716456-718526(+)__1	74	8341.98	11.0507
718703-720701(-)__1	35	4146.77	7.986
720886-721585(-)__1	50	5881.73	9.6583
721767-722088(-)__1	26	2935.24	4.0625
722306-723779(+)__1	44	5137.87	10.741
723816-724416(-)__1	31	3388.94	11.878
724617-725580(+)__1	43	4781.27	5.4618
725889-727071(+)__1	52	5894.75	5.6445
727355-727673(+)__1	26	2893.36	10.6262
727853-728306(-)__1	95	10562.07	11.9387
728445-730083(-)__1	41	4918.89	11.099
730530-731784(+)__1	47	5500.39	9.3572
732001-733486(-)__1	30	3455.82	4.2289
733695-734985(-)__1	54	6392.31	10.8824
735213-736797(+)__1	59	6959.27	10.5613
736974-742734(-)__1	40	4735.47	10.2346
743352-745776(-)__1	87	10236.03	10.4474
746020-746623(+)__1	36	4422.05	8.5446
746963-748247(+)__1	53	5848.87	12.0228
748443-750360(-)__1	118	13874.66	11.4175
750641-753278(-)__1	53	5988.79	3.9133
753908-754349(+)__1	83	9456.41	11.8922
754607-756080(-)__1	73	8256.75	8.3581
756903-759297(+)__1	68	7737.95	4.1922
759572-760007(+)__1	33	3860.45	9.107
760362-761976(+)__1	52	5950.65	5.6593
762240-763524(+)__1	64	7468.55	9.7844
763686-765141(-)__1	21	2513.87	10.4339
765334-768094(+)__1	46	5100.7	8.7982
768215-769286(+)__1	53	5914.99	10.2307
769408-770308(-)__1	38	4512.31	6.1537
773093-774518(+)__1	39	4650.48	10.8971
775288-777880(+)__1	69	8094.61	10.3877
778945-782284(+)__1	64	7110.21	8.9735
782672-784397(-)__1	39	4392.11	7.7814
786436-787846(+)__1	65	7908.5	8.4597
3475-4723(+)__1	57	6516.34	5.5404
6038-6335(+)__1	15	1798.01	9.849
6335-6980(+)__1	20	2219.69	5.8399
7471-7834(-)__1	56	6295.19	9.9809
7835-8368(+)__1	33	3676.39	10.4417
9627-10765(-)__1	52	6140.9	7.4609
11617-13459(+)__1	55	6623.54	6.7099
17222-18305(-)__1	41	4388.01	5.6149
18713-19991(+)__1	28	3116.42	11.3762
20225-23567(-)__1	47	5433.32	11.5522
23879-24830(-)__1	30	3736.35	11.0966
25033-25375(+)__1	21	2565.98	10.4375
25486-25777(-)__1	49	5635.36	6.4321
26212-28351(+)__1	67	7675.88	10.3124
28370-28805(-)__1	33	4132.92	10.1043
29365-30370(+)__1	44	5041.18	11.3102
32871-35382(+)__1	54	5919.03	8.527
35545-36799(-)__1	65	7857.22	10.4274
37268-39047(+)__1	61	7039.89	10.6141
39266-40232(-)__1	21	2352.58	4.6285
41275-42199(-)__1	44	5117.83	9.786
42932-43133(+)__1	21	2700.17	10.1124
43599-44991(+)__1	68	7853.99	12.1633
45085-45913(-)__1	33	3523.04	7.9873
46052-48428(-)__1	83	9492.88	9.6408
48546-49797(-)__1	26	2926.44	5.4304
50072-51650(-)__1	40	4314.04	12.2801
52005-52170(+)__1	12	1402.64	11.4779
52261-53764(+)__1	43	4746.66	6.7028
53955-56256(+)__1	61	7072.32	9.6814
56338-57925(-)__1	72	8552.92	9.5738
59067-60354(-)__1	57	6310.17	6.8754
60721-62407(+)__1	77	8744.02	10.1169
62545-62878(-)__1	48	5387.12	6.1537
63361-64414(+)__1	39	4264.13	10.7587
64479-64986(-)__1	23	2841.42	12.0839
65144-66185(+)__1	40	4657.48	10.2266
66359-67253(-)__1	44	5208.3	10.6861
67598-69998(-)__1	105	11990.14	10.0191
70261-71590(-)__1	45	5497.41	11.529
71817-73005(+)__1	31	3700.34	12.3533
73416-74958(+)__1	39	4461.1	8.963
75051-75633(-)__1	37	4449.09	10.4396
77145-79047(-)__1	71	8459.88	6.1967
80308-83407(+)__1	101	11654.88	10.9162
83586-83658(-)__1	14	1808.22	12.5
89249-89363(+)__1	37	4021.55	5.5922
89717-90812(+)__1	20	2304.65	7.8666
91179-92673(-)__1	51	5772.75	7.7789
93040-94183(-)__1	52	5885.73	7.1637
94750-99673(+)__1	50	5782.79	11.8705
99792-100264(-)__1	39	4827.79	12.633
100546-101833(-)__1	32	3689.27	10.4765
102048-102831(-)__1	37	4148.92	10.4933
103100-104030(-)__1	33	4023.79	12.5
104187-105348(-)__1	69	7492.5	10.1055
105513-105639(-)__1	18	2240.52	8.7777
105514-105908(+)__1	67	7853.23	10.9189
106510-107293(+)__1	40	4888.62	11.2064
107602-109168(+)__1	65	7514.72	10.2402
109309-110176(-)__1	22	2529.99	4.109
110400-110967(+)__1	26	2893.44	9.7608
111510-111687(+)__1	24	2882.37	10.9761
116531-117500(-)__1	47	5215.18	10.6175
117785-118337(+)__1	18	2200.6	9.6659
118740-119487(-)__1	41	4677.53	10.1818
120145-121528(-)__1	32	3792.56	9.8613
121738-122002(-)__1	28	3447.17	11.0793
122833-122905(-)__1	28	3447.17	11.0793
124340-125060(+)__1	31	3629.32	10.3162
127592-127666(+)__1	15	1649.02	8.5639
128343-130155(+)__1	63	7773.7	7.4201
130633-131431(-)__1	31	3536.46	10.7859
132168-133020(-)__1	33	3801.49	5.906
133623-136773(-)__1	53	6221.42	12.7388
137647-138898(+)__1	52	6341.39	10.0336
139082-140828(-)__1	47	5113.75	9.5736
141079-142048(-)__1	36	4623.3	8.4528
142579-142650(-)__1	8	761.93	9.15
143710-144562(+)__1	33	3800.23	5.3781
144831-147696(-)__1	67	7725.17	8.8679
148336-149002(-)__1	35	3969.63	10.7588
149965-150037(+)__1	6	702.87	10.0
152070-153150(+)__1	55	6583.66	7.8779
153222-153870(-)__1	24	2653.16	8.1114
154055-154319(-)__1	37	4483.35	10.3148
154552-154786(+)__1	24	2716.24	5.926
155377-156376(-)__1	69	7879.93	8.2853
156691-156994(-)__1	14	1733.08	5.4305
157769-159605(-)__1	40	4394.25	8.2766
159964-161443(-)__1	57	6629.71	9.1489
161795-162054(-)__1	3	376.47	5.55
162130-162250(-)__1	8	1000.24	8.799
162627-163002(-)__1	25	2830.3	7.2008
163264-165493(-)__1	61	7110.2	8.517
166496-167126(-)__1	38	4422.14	4.6356
168987-170535(-)__1	61	6900.33	7.8177
171047-171533(-)__1	25	2825.49	7.5768
171933-174546(-)__1	60	7314.63	9.7454
175613-176332(-)__1	43	4939.78	7.7182
177657-184158(+)__1	111	12308.4	4.9858
184625-188300(+)__1	76	8750.06	9.7482
188711-189755(+)__1	83	9434.06	8.2759
