coordinates
424030 425830
434924 437389
479179 480246
503619 504432
541553 542676
605887 608890
615945 616286
633878 636924
636978 641232
641494 643645
10006 11527
14101 14991
24596 25229
75958 77130
155337 155835
185575 186318
223246 224363
243966 244729
264714 266447
306205 309132
353878 354166
372071 374598
379799 384053
431490 432827
433920 434739
469617 470256
510438 511684
632748 633461
650455 651386
703343 704589
703433 704526
732943 733760
735010 735590
756601 757018
757829 758792
761686 762272
792339 800279
794498 795995
869033 870478
911735 919624
957677 958416
970622 971940
991401 993690
995111 997029
9939 10753
18378 20164
63874 64154
79359 79964
88898 89468
95456 97141
121216 122155
135562 137688
158253 161937
194439 195081
198192 201093
211771 212607
213034 214187
214648 215673
225373 227706
248145 248582
276110 278459
281599 282361
315427 315875
329410 333615
337834 338395
358943 360278
409363 410766
482159 484148
484537 485035
486900 487491
487614 487922
493697 503201
532750 533745
534463 535420
541771 544414
635335 636112
702185 705333
716303 717075
737612 738754
752980 753206
789746 790159
819845 820210
837421 837918
7311 7790
32759 33926
46165 47333
47690 48956
80715 81733
123299 124299
161963 165434
310407 311223
330415 330934
345404 345885
359220 360494
393282 396647
422252 422863
423300 424450
473621 475371
481298 485968
508086 508993
519207 520092
533724 534917
581256 583195
673889 674353
678678 680945
726703 728503
0 597
0 2463
4446 5181
48549 49388
59859 62594
91415 91693
206289 207508
221008 221253
248057 248830
267987 268598
403992 404623
447602 448584
466865 467829
513194 514004
620304 620642
620763 621754
626894 627472
629137 630007
634271 634884
728229 729093
816569 817315
850054 851152
919337 919661
964438 966013
2900 3988
164701 165746
174748 175974
216373 220948
224487 230469
260453 261600
287993 290600
319294 319649
326566 326969
369271 370323
436949 437228
458195 461881
462516 465663
467233 467817
500259 500933
530784 531515
554166 555045
606354 606937
621911 622129
647612 648741
654195 654505
657940 658693
672265 673092
682182 682409
705569 707444
716093 717097
721009 721432
741898 742134
745903 749228
773782 774326
791781 792113
2283 2734
10446 11448
0 818
3050 4250
13683 16186
0 353
10801 11867
6297 6629
3315 4413
770 6314
0 4619
3917 4152
0 2874
1585 2435
0 2273
0 2272
314 1707
0 1766
285 1404
5 1078
0 982
332 967
3 896
17 816
10 815
1 799
23 768
25 631
0 755
0 607
2 603
0 585
0 555
0 333
1 542
1 533
74 508
0 500
